,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,73,2,4,0,0,0,0,1,1,0,0,2,1,2,8,24,5,8,3,26
true_1,0,154,12,6,2,13,0,0,0,0,0,0,3,0,3,1,0,0,1,0
true_2,0,9,151,15,5,8,0,0,1,0,0,0,4,0,3,0,1,0,0,0
true_3,0,7,25,141,9,1,3,0,4,1,0,1,2,1,0,0,0,0,1,0
true_4,0,9,16,18,135,2,3,1,1,0,0,0,5,1,0,0,1,0,1,0
true_5,0,10,10,1,0,173,1,1,0,0,0,0,0,0,2,0,0,0,0,0
true_6,0,2,7,3,5,1,158,7,8,0,0,0,0,1,1,0,2,0,0,0
true_7,1,1,10,2,2,0,4,151,18,0,0,0,2,1,0,0,3,0,1,2
true_8,0,0,8,0,1,0,2,12,165,0,1,0,0,0,4,0,2,2,2,0
true_9,1,0,9,0,0,1,0,0,1,178,2,1,1,0,1,0,1,3,0,0
true_10,0,0,8,0,0,0,0,0,2,12,172,0,0,0,0,1,3,1,1,0
true_11,5,2,7,1,1,5,0,0,0,0,0,155,4,2,2,0,6,3,4,1
true_12,0,11,7,13,5,0,8,5,2,0,0,6,131,6,1,0,2,0,0,0
true_13,0,1,3,0,0,1,0,1,3,0,0,0,2,180,2,2,0,1,2,0
true_14,1,3,7,0,0,2,0,1,3,1,0,0,2,3,170,0,1,0,3,0
true_15,4,1,7,0,0,0,0,1,3,0,0,0,0,2,1,163,0,3,2,12
true_16,2,0,3,0,0,1,0,1,3,1,0,6,0,1,2,1,141,2,14,4
true_17,1,0,3,0,0,0,0,0,0,1,0,1,0,1,1,0,2,169,4,5
true_18,3,0,4,0,0,0,1,0,1,1,1,2,0,4,2,1,17,10,105,3
true_19,15,0,2,0,0,0,0,0,4,2,0,2,0,1,3,36,14,1,3,43
