,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,5,7,0,0,0,1,0,3,10,1,0,1,0,4,9,39,14,22,2,42
true_1,0,148,6,13,0,18,0,2,4,0,0,0,0,0,2,2,0,0,0,0
true_2,0,31,90,24,0,40,0,5,4,0,0,1,0,1,1,0,0,0,0,0
true_3,0,14,16,146,1,9,0,1,7,1,0,0,1,0,0,0,0,0,0,0
true_4,0,27,16,90,44,2,0,9,3,1,0,1,0,0,0,0,0,0,0,0
true_5,0,22,5,2,0,164,0,1,2,0,0,0,0,0,1,0,1,0,0,0
true_6,1,21,9,49,2,2,60,16,21,2,0,0,2,0,7,1,2,0,0,0
true_7,0,2,1,0,2,0,1,139,34,0,0,0,7,0,4,0,4,3,0,1
true_8,0,1,0,0,1,0,0,12,175,1,0,0,1,2,2,0,3,1,0,0
true_9,0,1,1,0,0,0,0,9,10,173,1,0,0,0,1,1,1,1,0,0
true_10,0,0,1,0,0,0,0,7,12,19,158,1,0,0,1,0,0,1,0,0
true_11,0,9,5,4,0,5,0,2,4,0,0,138,2,3,5,0,13,7,1,0
true_12,0,28,8,47,1,1,5,4,15,0,0,4,77,1,6,0,0,0,0,0
true_13,1,8,0,0,0,0,0,4,5,0,0,0,1,167,10,1,1,0,0,0
true_14,0,12,0,2,0,0,0,7,7,0,0,0,3,3,155,0,4,3,1,0
true_15,1,2,0,0,1,0,0,7,3,1,0,0,0,3,3,158,4,2,2,12
true_16,0,0,1,0,0,1,0,1,11,1,0,2,0,1,3,1,149,5,2,4
true_17,0,1,1,0,0,1,0,3,6,0,0,0,0,0,2,1,7,162,2,2
true_18,1,0,2,0,0,0,0,6,10,3,0,4,0,6,11,4,39,17,51,1
true_19,3,2,0,0,0,0,0,2,7,1,0,2,0,1,5,59,16,6,2,20
