,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,89,2,1,0,0,0,0,3,4,0,0,2,1,0,5,14,4,5,2,28
true_1,0,155,5,8,1,15,0,2,1,0,0,1,4,0,1,1,0,0,1,0
true_2,0,10,135,24,2,11,0,5,2,0,0,0,5,0,3,0,0,0,0,0
true_3,0,5,18,149,8,1,4,1,5,1,0,2,1,1,0,0,0,0,0,0
true_4,0,8,6,22,131,3,3,10,2,0,0,1,6,0,0,0,0,0,1,0
true_5,0,10,6,1,1,175,1,1,1,0,0,0,0,0,1,0,0,0,0,1
true_6,1,2,4,3,4,1,160,6,8,0,0,0,3,0,1,0,2,0,0,0
true_7,1,1,0,2,2,1,6,152,22,0,1,0,4,1,0,0,2,0,1,2
true_8,0,0,1,0,1,0,2,15,173,0,1,0,1,0,0,0,2,2,1,0
true_9,3,0,0,0,0,1,0,9,4,178,1,1,0,0,0,0,1,0,0,1
true_10,0,0,0,0,0,1,0,7,4,14,170,0,0,0,0,1,1,1,0,1
true_11,3,2,4,1,1,4,0,2,2,0,0,158,5,2,2,1,4,2,4,1
true_12,1,8,3,10,2,1,8,5,5,0,0,8,142,3,0,0,1,0,0,0
true_13,0,1,0,0,0,1,2,3,3,1,0,0,1,181,1,0,1,1,1,1
true_14,2,4,0,1,1,3,0,8,2,1,1,0,4,3,160,0,3,1,2,1
true_15,7,1,1,0,0,0,0,6,4,0,0,0,0,1,0,151,0,1,2,25
true_16,3,0,1,0,0,1,0,1,5,1,0,7,0,0,2,0,140,0,13,8
true_17,4,0,0,1,0,0,0,3,2,0,0,0,0,2,1,0,3,162,4,6
true_18,5,1,0,0,0,1,1,3,2,2,1,2,0,4,1,1,23,9,98,1
true_19,21,1,0,0,0,0,0,2,4,2,0,2,0,0,1,26,12,1,2,52
