,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,84,1,0,0,0,0,0,4,3,1,0,2,0,1,8,15,6,11,6,18
true_1,0,147,7,11,1,16,0,2,0,0,0,1,5,0,3,1,0,0,1,0
true_2,0,6,139,22,3,11,0,5,0,1,0,1,5,0,3,0,1,0,0,0
true_3,0,5,18,147,6,1,5,3,4,0,0,1,4,1,0,0,0,0,1,0
true_4,0,11,11,29,116,2,3,11,0,0,0,0,7,1,0,0,0,1,1,0
true_5,0,13,6,4,0,172,0,1,0,0,0,0,0,0,1,0,1,0,0,0
true_6,0,0,4,5,1,1,159,13,4,0,0,0,1,0,3,0,2,2,0,0
true_7,1,2,0,1,2,0,5,149,25,0,0,0,3,0,1,0,5,1,3,0
true_8,0,0,1,0,1,0,3,15,165,0,1,0,0,1,4,0,4,2,2,0
true_9,1,0,0,0,0,1,0,9,3,176,3,3,0,0,0,0,0,3,0,0
true_10,0,0,1,0,0,0,0,8,3,10,169,1,0,0,1,1,2,4,0,0
true_11,4,1,3,2,0,3,1,2,2,0,0,155,3,1,6,0,7,4,4,0
true_12,0,8,7,15,2,0,8,7,4,0,0,6,128,6,4,0,2,0,0,0
true_13,0,2,0,0,0,1,2,5,0,0,0,0,2,178,3,0,0,1,3,1
true_14,2,4,0,0,1,1,0,8,3,0,0,1,2,2,164,0,2,1,5,1
true_15,13,1,0,0,0,0,0,9,1,0,0,0,0,2,1,146,1,3,3,19
true_16,3,1,0,0,0,0,0,2,3,0,0,6,0,1,2,0,143,2,13,6
true_17,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,0,5,169,5,2
true_18,5,0,1,0,0,1,1,4,0,1,0,2,0,3,2,0,24,9,102,0
true_19,26,0,0,0,0,0,1,3,2,0,0,2,0,0,4,34,17,5,3,29
