class,precision,recall,f1,support,roc_auc,pr_auc
0,0.7037037037037037,0.475,0.5671641791044776,160,0.9567278393351801,0.63912341446924
1,0.7311320754716981,0.7948717948717948,0.7616707616707616,195,0.9668768154922001,0.8047168421343064
2,0.7540983606557377,0.700507614213198,0.7263157894736842,197,0.9651517799173439,0.7530370041251496
3,0.6297872340425532,0.7551020408163265,0.6867749419953596,196,0.9719830293617167,0.7468306592747297
4,0.8103448275862069,0.7305699481865285,0.7683923705722071,193,0.9724593364920672,0.8239983426920588
5,0.7792207792207793,0.9090909090909091,0.8391608391608392,198,0.9901549085479656,0.9184693493261278
6,0.8742857142857143,0.7846153846153846,0.827027027027027,195,0.9834922001075846,0.8864039836959116
7,0.8342541436464088,0.7626262626262627,0.7968337730870713,198,0.9817993767461853,0.8695688353103808
8,0.7644444444444445,0.864321608040201,0.8113207547169812,199,0.989116683951823,0.9091246767826093
9,0.8944723618090452,0.8944723618090452,0.8944723618090452,199,0.9926164004002088,0.946561886786519
10,0.9714285714285714,0.85,0.9066666666666666,200,0.9902647058823529,0.9390005073672524
11,0.8,0.7878787878787878,0.7938931297709924,198,0.9739980996979877,0.8522790981634005
12,0.8680555555555556,0.6345177664974619,0.7331378299120235,197,0.9649642482180937,0.7794786553315627
13,0.896551724137931,0.9191919191919192,0.9077306733167082,198,0.9919873426312396,0.9458151025346256
14,0.6214285714285714,0.883248730964467,0.7295597484276729,197,0.9895635767977825,0.9164151563633114
15,0.766497461928934,0.7587939698492462,0.7626262626262627,199,0.9765672383198546,0.7997122331672456
16,0.7297297297297297,0.7417582417582418,0.7356948228882834,182,0.9794920798265282,0.8020831159332676
17,0.8393782383419689,0.8617021276595744,0.8503937007874016,188,0.9915980612281264,0.9194773180548247
18,0.753968253968254,0.6129032258064516,0.6761565836298933,155,0.9685950118234954,0.7285429350009816
19,0.40268456375838924,0.47619047619047616,0.43636363636363634,126,0.9378539194675309,0.38243288947477605
