,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,86,2,0,0,0,0,0,3,5,1,0,2,0,2,7,19,5,11,3,14
true_1,0,150,6,8,2,16,0,2,0,0,0,0,5,0,3,1,0,0,1,1
true_2,0,15,119,24,6,19,0,5,1,1,0,1,3,0,3,0,0,0,0,0
true_3,0,7,12,148,8,5,3,3,5,0,0,1,3,1,0,0,0,0,0,0
true_4,0,11,8,32,117,2,3,10,1,0,0,0,7,0,0,0,0,1,1,0
true_5,0,14,4,2,1,172,1,1,1,0,0,0,0,0,2,0,0,0,0,0
true_6,0,0,4,5,2,1,165,6,8,0,0,0,2,0,2,0,0,0,0,0
true_7,0,2,1,2,1,1,5,145,24,0,0,0,7,0,1,0,6,1,1,1
true_8,0,0,1,0,0,0,3,13,171,0,0,1,2,1,2,0,2,2,1,0
true_9,1,0,0,0,0,1,0,9,5,176,3,2,0,0,0,0,0,2,0,0
true_10,0,0,0,0,0,1,0,8,3,8,173,1,0,0,2,1,2,1,0,0
true_11,2,1,4,4,0,3,0,2,2,0,0,153,4,3,5,0,7,4,4,0
true_12,0,8,4,15,5,3,7,2,6,0,0,3,135,5,4,0,0,0,0,0
true_13,0,1,0,0,0,1,2,5,1,0,0,0,3,178,2,0,1,1,1,2
true_14,1,5,0,0,1,1,0,8,4,0,0,1,4,3,161,0,1,1,5,1
true_15,10,2,0,0,0,0,0,9,1,0,0,0,0,2,1,158,0,3,4,9
true_16,3,0,1,0,0,1,0,1,6,0,0,4,0,1,2,0,143,2,13,5
true_17,0,0,0,0,0,0,0,3,3,0,0,1,0,1,2,1,3,168,5,1
true_18,4,0,2,0,0,1,1,4,1,1,0,2,0,5,3,0,24,12,94,1
true_19,27,0,0,0,0,0,0,3,3,0,0,2,0,2,4,46,17,5,2,15
