,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,14,3,1,0,0,2,0,3,6,0,0,3,0,2,2,18,7,17,8,74
true_1,0,148,7,5,2,19,0,2,3,0,0,0,3,0,2,1,0,0,1,2
true_2,0,23,116,23,4,18,0,5,2,0,0,1,2,1,2,0,0,0,0,0
true_3,0,15,21,130,5,5,5,1,5,0,0,1,6,1,0,0,0,1,0,0
true_4,0,19,10,36,102,2,4,9,1,0,1,1,7,0,0,0,0,1,0,0
true_5,0,16,3,2,0,172,0,1,1,0,0,1,0,0,1,0,1,0,0,0
true_6,0,1,3,4,2,1,160,5,12,0,0,1,0,0,3,0,1,2,0,0
true_7,0,2,0,1,1,1,4,145,28,0,1,0,6,0,0,0,6,2,0,1
true_8,0,1,0,0,0,0,2,15,168,0,1,1,1,1,4,0,2,2,1,0
true_9,0,1,1,0,0,0,0,9,5,169,7,1,0,0,0,0,0,4,1,1
true_10,0,1,0,0,0,1,0,7,5,5,173,0,0,0,2,1,2,3,0,0
true_11,1,1,3,3,1,3,0,2,2,0,0,154,2,3,4,0,6,5,6,2
true_12,0,15,3,16,5,1,7,6,9,0,0,12,115,3,2,0,3,0,0,0
true_13,1,5,0,0,0,0,2,4,3,0,0,0,3,170,3,1,1,1,0,4
true_14,1,7,0,0,1,0,0,7,5,0,0,4,3,3,152,0,4,4,5,1
true_15,0,2,0,0,0,0,0,7,2,0,0,0,0,1,2,147,3,4,6,25
true_16,0,0,1,0,0,1,0,1,6,0,0,8,0,1,1,0,142,5,11,5
true_17,0,1,0,0,0,0,0,3,4,0,0,1,0,0,1,0,4,168,3,3
true_18,2,0,1,0,0,0,1,5,3,1,0,4,0,5,4,1,23,16,89,0
true_19,2,0,0,0,0,0,0,2,3,0,0,3,0,1,3,45,14,7,4,42
