,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,80,2,0,0,0,1,0,1,2,1,0,1,0,0,6,16,3,7,2,38
true_1,0,153,3,9,2,18,0,0,1,0,0,1,3,0,3,1,0,0,1,0
true_2,0,7,136,25,3,11,0,0,2,0,0,0,6,0,6,0,1,0,0,0
true_3,0,3,19,148,9,2,3,0,5,1,0,1,3,1,1,0,0,0,0,0
true_4,0,6,6,18,140,2,3,0,1,0,0,1,4,0,9,0,2,0,1,0
true_5,0,10,6,0,2,178,0,0,0,0,0,0,0,0,1,0,0,0,0,1
true_6,0,2,3,5,5,0,153,9,8,0,0,0,2,1,4,1,2,0,0,0
true_7,1,1,1,2,2,1,3,149,19,0,0,0,5,0,10,0,2,0,1,1
true_8,0,1,0,0,1,0,1,9,170,0,0,0,2,0,9,0,1,3,1,1
true_9,3,0,0,0,0,1,0,0,1,177,4,1,0,0,9,0,1,1,0,1
true_10,1,0,0,0,0,1,0,0,1,13,170,1,0,0,7,1,2,1,0,2
true_11,3,1,6,1,1,5,0,0,1,0,0,153,5,2,4,1,8,3,3,1
true_12,1,10,3,13,3,1,8,4,3,0,0,6,140,3,1,0,1,0,0,0
true_13,0,1,0,0,0,1,2,0,3,0,0,0,3,179,5,0,1,1,1,1
true_14,3,2,0,1,1,3,0,2,2,0,0,0,3,3,172,0,2,1,2,0
true_15,5,1,0,0,0,0,0,1,3,0,0,0,0,1,7,148,0,2,2,29
true_16,2,0,0,0,0,1,0,0,4,1,1,8,0,0,3,1,140,0,11,10
true_17,2,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,2,164,5,8
true_18,2,1,0,0,0,1,1,0,1,1,0,4,0,3,4,0,24,10,97,6
true_19,15,0,0,0,0,0,0,0,5,2,0,2,0,0,3,24,11,1,3,60
