,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,94,2,0,0,0,0,0,0,5,0,0,1,1,0,7,11,2,8,3,26
true_1,0,156,5,7,1,12,0,1,0,0,0,1,4,0,6,1,0,0,1,0
true_2,0,13,134,21,4,10,0,0,1,0,0,0,5,0,7,0,2,0,0,0
true_3,0,7,20,146,7,1,3,0,6,0,0,1,2,1,2,0,0,0,0,0
true_4,0,11,5,22,130,2,3,0,1,0,0,1,7,0,9,0,1,0,1,0
true_5,0,14,6,2,1,171,0,0,1,0,0,0,0,0,2,0,0,0,0,1
true_6,1,0,4,3,3,0,157,6,9,0,0,1,4,0,6,0,1,0,0,0
true_7,1,1,1,2,1,0,5,145,22,0,1,0,4,0,9,0,3,0,1,2
true_8,1,0,1,0,0,0,3,10,167,0,0,0,1,1,9,0,3,2,1,0
true_9,2,0,0,0,0,1,0,0,2,176,3,3,0,0,9,0,1,2,0,0
true_10,1,0,0,0,0,1,0,0,3,12,172,0,0,0,7,1,1,1,1,0
true_11,4,1,5,2,0,4,0,0,2,0,0,158,6,2,3,0,4,3,4,0
true_12,1,10,4,14,4,0,8,5,5,0,0,6,132,4,2,0,2,0,0,0
true_13,1,1,0,0,0,1,2,0,3,0,0,0,3,175,6,0,0,1,4,1
true_14,3,4,0,0,2,2,0,0,3,0,0,2,3,2,167,0,5,0,3,1
true_15,10,1,0,0,0,0,0,1,3,0,0,0,0,2,6,142,0,1,4,29
true_16,5,1,0,0,0,0,0,0,5,0,0,7,0,0,2,0,143,0,10,9
true_17,5,0,0,0,0,0,0,0,2,0,0,1,0,2,3,0,2,163,5,5
true_18,7,0,1,0,0,1,1,0,1,1,0,3,0,3,4,0,24,10,96,3
true_19,28,0,0,0,0,0,0,0,4,0,0,2,0,1,5,29,13,0,2,42
