round,train_loss,val_loss,test_loss,rouge1,rouge2,rougeL,bleu1,bleu2,bleu3,bleu4,gini_coefficient,mean_contribution,min_contribution,max_contribution,cv_contribution,num_samples
1,1.7697930421148027,1.6309150614320458,,43.10244821987841,20.445214029108296,30.092648351725305,32.63486924371206,22.015091729636417,16.610083042970196,12.804070932061187,0.0,0.0013697156464694536,0.0004418912947414936,0.0030864197530864196,0.0,5000
2,1.3167791253059384,1.5978965666504874,,42.78183767733703,20.335843805753207,29.923288538267837,32.871867731904466,22.240140188111457,16.861668473767782,13.060117962537982,0.0,0.0013697156464694536,0.0004418912947414936,0.0030864197530864196,0.0,5000
3,1.2720372321713675,1.5979054516978854,,42.75025588716332,20.33446219553746,29.917658151475777,32.87413979247047,22.242957191453108,16.865034681046787,13.06407248843987,0.0,0.0013697156464694536,0.0004418912947414936,0.0030864197530864196,0.0,5000
4,1.4201600198640754,1.5975083983730602,,42.78598126571062,20.33073953706731,29.955041379718416,32.889498350470284,22.241674690087173,16.846865993971313,13.035374519013809,0.0,0.0013697156464694536,0.0004418912947414936,0.0030864197530864196,0.0,5000
5,1.4534354601142447,1.5974410079692913,1.6341392372401207,42.758202806851564,20.336865862179515,29.954383068367335,32.865726311122984,22.22259664360054,16.83121436074056,13.022655497426667,0.0,0.0013697156464694536,0.0004418912947414936,0.0030864197530864196,0.0,5000
