model,training_type,num_clients,run_id,timestamp,round,client_id,epoch,phase,loss,accuracy,precision,recall,f1_score
BART-Large,Federated,8,20250826_175548,20250826_175548,4,6,1,train,0.804226120273898,0.7453109575518263,0.862597167877946,0.8232971372161896,0.8167826368162968
BART-Large,Federated,8,20250826_175548,20250826_175548,4,2,1,train,0.6310347419078296,0.8011204481792717,0.8431157796077108,0.8442577030812325,0.8394988028882099
BART-Large,Federated,8,20250826_175548,20250826_175548,4,7,1,train,0.7389738926829039,0.7675247524752475,0.824948969594404,0.8336633663366336,0.8244927137631705
BART-Large,Federated,8,20250826_175548,20250826_175548,4,0,1,train,0.6050531627724365,0.8215200683176772,0.8973081431764443,0.8941076003415884,0.8879035098028197
BART-Large,Federated,8,20250826_175548,20250826_175548,4,5,1,train,0.7124185471192879,0.7814814814814814,0.8659933415481265,0.8666666666666667,0.8577979869842819
BART-Large,Federated,8,20250826_175548,20250826_175548,4,4,1,train,0.7541806447032136,0.7698961937716263,0.8598877302579998,0.8523644752018454,0.8435492052875553
BART-Large,Federated,8,20250826_175548,20250826_175548,4,1,1,train,0.7347885077151487,0.7647614548889938,0.8747075803559012,0.8502598016060463,0.8494419939055942
BART-Large,Federated,8,20250826_175548,20250826_175548,4,-1,1,validation,0.11431839148259526,0.7116710875331564,0.7142597141426686,0.7116710875331564,0.6954192387048329
BART-Large,Federated,8,20250826_175548,20250826_175548,5,1,1,train,0.664131153670122,0.7808219178082192,0.8647203655729288,0.8530940009447331,0.8519866927262735
BART-Large,Federated,8,20250826_175548,20250826_175548,5,4,1,train,0.7109050499060736,0.790080738177624,0.8775539444578762,0.8800461361014994,0.8746361825134032
BART-Large,Federated,8,20250826_175548,20250826_175548,5,2,1,train,0.5655121577832948,0.8117647058823529,0.8775764330947156,0.8481792717086835,0.8476637600397436
BART-Large,Federated,8,20250826_175548,20250826_175548,5,3,1,train,0.7051789364132598,0.7735271614384086,0.8489936866142406,0.8398367763325683,0.8411803317583142
BART-Large,Federated,8,20250826_175548,20250826_175548,5,0,1,train,0.5559066853733087,0.8326216908625107,0.8972627902864233,0.8941076003415884,0.888204934691059
BART-Large,Federated,8,20250826_175548,20250826_175548,5,5,1,train,0.6957909310163528,0.7864197530864198,0.8654784229946114,0.8740740740740741,0.8626384599480555
BART-Large,Federated,8,20250826_175548,20250826_175548,5,6,1,train,0.7614889672304702,0.7581441263573544,0.8502869834916136,0.8311944718657454,0.8233898974120056
BART-Large,Federated,8,20250826_175548,20250826_175548,5,7,1,train,0.6870891843344781,0.7857425742574258,0.847382939839674,0.8455445544554455,0.8394275800949952
BART-Large,Federated,8,20250826_175548,20250826_175548,5,-1,1,validation,0.11310765851271741,0.7140583554376658,0.7274245765954842,0.7140583554376658,0.7007252505164754
BART-Large,Federated,8,20250826_175548,20250826_175548,6,0,1,train,0.5351335120064263,0.8377455166524338,0.9182636983234207,0.9171648163962425,0.9143887946841943
BART-Large,Federated,8,20250826_175548,20250826_175548,6,2,1,train,0.5328510670390513,0.8207282913165266,0.9053105095993561,0.8997198879551821,0.8948529819266116
BART-Large,Federated,8,20250826_175548,20250826_175548,6,1,1,train,0.6309478363127641,0.8006613131790269,0.8756287678702598,0.865375531412376,0.8627304630967163
BART-Large,Federated,8,20250826_175548,20250826_175548,6,3,1,train,0.7085814359626313,0.7730170874776843,0.8655305575769537,0.8566692170364703,0.8556383111309718
BART-Large,Federated,8,20250826_175548,20250826_175548,6,6,1,train,0.7154055598565913,0.7670286278381047,0.8900262369050932,0.8894373149062191,0.8847744211892272
BART-Large,Federated,8,20250826_175548,20250826_175548,6,7,1,train,0.6542487140933547,0.7873267326732674,0.8646805897913427,0.8661386138613861,0.8613948691349214
BART-Large,Federated,8,20250826_175548,20250826_175548,6,5,1,train,0.6614119076334378,0.7901234567901234,0.8611399172456272,0.8617283950617284,0.8468723145024655
BART-Large,Federated,8,20250826_175548,20250826_175548,6,4,1,train,0.702818314085633,0.7941176470588235,0.8689997613172583,0.8610149942329873,0.8566544600176043
BART-Large,Federated,8,20250826_175548,20250826_175548,6,-1,1,validation,0.10891380542333408,0.7270557029177719,0.7354140781936407,0.7270557029177719,0.7208911553225812
BART-Large,Federated,8,20250826_175548,20250826_175548,7,6,1,train,0.6909415319151296,0.773938795656466,0.8465409490911115,0.8272458045409674,0.8140524543740274
BART-Large,Federated,8,20250826_175548,20250826_175548,7,1,1,train,0.5900045598312369,0.814832309872461,0.889229030763999,0.8804912612187057,0.8767679402967374
BART-Large,Federated,8,20250826_175548,20250826_175548,7,5,1,train,0.6345369905306428,0.7938271604938272,0.8801458106476027,0.8802469135802469,0.8696791315668249
BART-Large,Federated,8,20250826_175548,20250826_175548,7,3,1,train,0.5762222313318334,0.8117827084927315,0.8851162617025015,0.8788574343279776,0.8785314762956951
BART-Large,Federated,8,20250826_175548,20250826_175548,7,2,1,train,0.5177231847275314,0.834733893557423,0.8912739661244149,0.896358543417367,0.8915723646170132
BART-Large,Federated,8,20250826_175548,20250826_175548,7,7,1,train,0.5994154093904963,0.801980198019802,0.8710214464628048,0.8752475247524752,0.8710187610389374
BART-Large,Federated,8,20250826_175548,20250826_175548,7,4,1,train,0.6179141941810807,0.81199538638985,0.893643758318093,0.8858131487889274,0.8853906661971764
BART-Large,Federated,8,20250826_175548,20250826_175548,7,0,1,train,0.510768963885652,0.8497011101622545,0.9195657229616941,0.9163108454312553,0.9123668006280184
BART-Large,Federated,8,20250826_175548,20250826_175548,7,-1,1,validation,0.10673400704435194,0.736604774535809,0.7465195748099244,0.736604774535809,0.7325653262992772
BART-Large,Federated,8,20250826_175548,20250826_175548,8,3,1,train,0.5341874936656257,0.8268298903340985,0.8875763346594211,0.8852333588370314,0.8841060386614372
BART-Large,Federated,8,20250826_175548,20250826_175548,8,1,1,train,0.5511384145760874,0.8153046764289088,0.8958331862562722,0.8847425602267359,0.8852632300829355
BART-Large,Federated,8,20250826_175548,20250826_175548,8,5,1,train,0.6083728678013179,0.808641975308642,0.8804558155639387,0.8765432098765432,0.8752812324260925
BART-Large,Federated,8,20250826_175548,20250826_175548,8,0,1,train,0.47786340062652216,0.8590947907771136,0.9278861803125598,0.9265584970111016,0.9237439530447397
BART-Large,Federated,8,20250826_175548,20250826_175548,8,6,1,train,0.680727108484354,0.773938795656466,0.8913145457499125,0.8894373149062191,0.8865548779154709
BART-Large,Federated,8,20250826_175548,20250826_175548,8,7,1,train,0.5520919911516241,0.8217821782178217,0.8816635612269033,0.8807920792079208,0.8745790792543927
BART-Large,Federated,8,20250826_175548,20250826_175548,8,2,1,train,0.4911172856154735,0.8375350140056023,0.9232486814817589,0.9187675070028011,0.9144977151510449
BART-Large,Federated,8,20250826_175548,20250826_175548,8,4,1,train,0.6125628654308582,0.8148788927335641,0.8903120802312887,0.8835063437139562,0.8833453123674527
BART-Large,Federated,8,20250826_175548,20250826_175548,8,-1,1,validation,0.1078168183756592,0.736870026525199,0.7464645825916674,0.736870026525199,0.7283078248317117
BART-Large,Federated,8,20250826_175548,20250826_175548,9,3,1,train,0.4890094015182066,0.8464677378219841,0.8916756196958999,0.8852333588370314,0.8833889032806486
BART-Large,Federated,8,20250826_175548,20250826_175548,9,5,1,train,0.6125248979740575,0.7925925925925926,0.8815763674456878,0.8777777777777778,0.8673093468037573
BART-Large,Federated,8,20250826_175548,20250826_175548,9,1,1,train,0.5164977750723373,0.8313651393481342,0.8932908052501649,0.8875767595654228,0.8806769134300478
BART-Large,Federated,8,20250826_175548,20250826_175548,9,2,1,train,0.4428575079821582,0.8431372549019608,0.9278467794198432,0.9260504201680673,0.9221012349099061
BART-Large,Federated,8,20250826_175548,20250826_175548,9,4,1,train,0.5226088248124595,0.8379469434832757,0.9064207487764915,0.9036908881199539,0.9003455290400179
BART-Large,Federated,8,20250826_175548,20250826_175548,9,0,1,train,0.45066298624868095,0.8548249359521777,0.9258867585226407,0.9248505550811272,0.9213903038472734
BART-Large,Federated,8,20250826_175548,20250826_175548,9,7,1,train,0.5240113063467832,0.8261386138613861,0.8807151480837523,0.8708910891089109,0.8644743058003677
BART-Large,Federated,8,20250826_175548,20250826_175548,9,6,1,train,0.6301749217815287,0.7838104639684107,0.8899134490665903,0.8835143139190523,0.8793279235300305
BART-Large,Federated,8,20250826_175548,20250826_175548,9,-1,1,validation,0.10823776421380484,0.7342175066312997,0.7443905462589675,0.7342175066312997,0.726241344726559
BART-Large,Federated,8,20250826_175548,20250826_175548,10,6,1,train,0.6055117264448657,0.8094768015794669,0.9088889829297039,0.9062191510365252,0.9030739512290754
BART-Large,Federated,8,20250826_175548,20250826_175548,10,3,1,train,0.43013703641187695,0.8640652894669727,0.9005353190924362,0.8944146901300689,0.8938952801381467
BART-Large,Federated,8,20250826_175548,20250826_175548,10,5,1,train,0.5626827433668807,0.8061728395061728,0.908287712403247,0.9098765432098765,0.9036411327704469
BART-Large,Federated,8,20250826_175548,20250826_175548,10,1,1,train,0.48961842700417313,0.8398677373641946,0.9004674764962547,0.8828530940009447,0.8841305721562237
BART-Large,Federated,8,20250826_175548,20250826_175548,10,2,1,train,0.42210188374779783,0.8677871148459384,0.9245371648710644,0.9210084033613445,0.9176913177727042
BART-Large,Federated,8,20250826_175548,20250826_175548,10,7,1,train,0.4890456798109167,0.8411881188118812,0.9040276410419046,0.8986138613861386,0.8962035250969663
BART-Large,Federated,8,20250826_175548,20250826_175548,10,0,1,train,0.40894436514714644,0.8684884713919727,0.9352154256107947,0.9333902647309992,0.9308549486477519
BART-Large,Federated,8,20250826_175548,20250826_175548,10,4,1,train,0.5397192301992585,0.8292964244521338,0.9183454594543775,0.9036908881199539,0.9045664867142539
BART-Large,Federated,8,20250826_175548,20250826_175548,10,-1,1,validation,0.1077851064432788,0.7458885941644562,0.7521743153354359,0.7458885941644562,0.740667021507286
BART-Large,Federated,8,20250826_175548,20250826_175548,11,5,1,train,0.5792196756411417,0.8197530864197531,0.9013864776680891,0.9012345679012346,0.895742946075968
BART-Large,Federated,8,20250826_175548,20250826_175548,11,0,1,train,0.38876484488422164,0.8787361229718189,0.9423712459262815,0.9393680614859095,0.9385852363628229
BART-Large,Federated,8,20250826_175548,20250826_175548,11,7,1,train,0.4398470550563328,0.8641584158415841,0.9096354643824014,0.8958415841584159,0.8921756869627978
BART-Large,Federated,8,20250826_175548,20250826_175548,11,2,1,train,0.385128081638998,0.8761904761904762,0.918567529672196,0.915406162464986,0.9131139021102402
BART-Large,Federated,8,20250826_175548,20250826_175548,11,3,1,train,0.3697353919471051,0.8791124713083397,0.9243318218875322,0.9227237949502678,0.9222292714216105
BART-Large,Federated,8,20250826_175548,20250826_175548,11,1,1,train,0.43777642469888306,0.8549834671705243,0.9299071871702201,0.9272555503070382,0.9266444681658067
BART-Large,Federated,8,20250826_175548,20250826_175548,11,6,1,train,0.5801493986619739,0.8173741362290227,0.9124037452573973,0.8983218163869694,0.8935540142393892
BART-Large,Federated,8,20250826_175548,20250826_175548,11,4,1,train,0.5059741230913296,0.8529411764705882,0.9229500005505117,0.916955017301038,0.917609197242169
BART-Large,Federated,8,20250826_175548,20250826_175548,11,-1,1,validation,0.10729725119158803,0.7448275862068966,0.7581341056965677,0.7448275862068966,0.7409034807994459
BART-Large,Federated,8,20250826_175548,20250826_175548,12,2,1,train,0.3620241610977765,0.8896358543417366,0.9510587219855354,0.9495798319327731,0.947720371585728
BART-Large,Federated,8,20250826_175548,20250826_175548,12,0,1,train,0.39252146388891906,0.8778821520068317,0.9528297114437646,0.950469684030743,0.9496042934728268
BART-Large,Federated,8,20250826_175548,20250826_175548,12,6,1,train,0.5779343191240951,0.8163869693978283,0.9144500746491425,0.9062191510365252,0.9022304527748143
BART-Large,Federated,8,20250826_175548,20250826_175548,12,7,1,train,0.43203128156358306,0.8633663366336634,0.9080068680745453,0.9045544554455446,0.9029608058585982
BART-Large,Federated,8,20250826_175548,20250826_175548,12,4,1,train,0.44380370628148796,0.8598615916955017,0.9296675668521056,0.9284890426758939,0.9268306308594182
BART-Large,Federated,8,20250826_175548,20250826_175548,12,5,1,train,0.5696184331295537,0.8246913580246914,0.9062259105327523,0.9012345679012346,0.8958000472997586
BART-Large,Federated,8,20250826_175548,20250826_175548,12,1,1,train,0.40815918207133434,0.8715162966461975,0.936291025093777,0.9324515824279641,0.9326599813785363
BART-Large,Federated,8,20250826_175548,20250826_175548,12,3,1,train,0.3444541644963176,0.8885488395817394,0.9302799390511629,0.9252741647538893,0.9257395732025487
BART-Large,Federated,8,20250826_175548,20250826_175548,12,-1,1,validation,0.1080275809278388,0.7488063660477453,0.7569593548822023,0.7488063660477453,0.7443438899461643
BART-Large,Federated,8,20250826_175548,20250826_175548,13,0,1,train,0.3581139706391968,0.8864218616567037,0.9479583427982222,0.946199829205807,0.9450808690463177
BART-Large,Federated,8,20250826_175548,20250826_175548,13,2,1,train,0.34967474860189085,0.8879551820728291,0.9533699662512245,0.9490196078431372,0.9465872663266134
BART-Large,Federated,8,20250826_175548,20250826_175548,13,7,1,train,0.3915041546555401,0.8641584158415841,0.9303907741194745,0.9243564356435644,0.9219940723931114
BART-Large,Federated,8,20250826_175548,20250826_175548,13,5,1,train,0.5314021417825464,0.8222222222222222,0.8873839308132717,0.8753086419753087,0.8617288082904019
BART-Large,Federated,8,20250826_175548,20250826_175548,13,6,1,train,0.5187493618064392,0.8400789733464955,0.9185110431797324,0.9072063178677197,0.9056074666400666
BART-Large,Federated,8,20250826_175548,20250826_175548,13,1,1,train,0.3809890548013291,0.872461029759093,0.9289049243510173,0.9258384506376949,0.9253372372004246
BART-Large,Federated,8,20250826_175548,20250826_175548,13,4,1,train,0.43735504954782944,0.8633217993079585,0.940528354210997,0.9394463667820069,0.9383533308755563
BART-Large,Federated,8,20250826_175548,20250826_175548,13,3,1,train,0.31110111741413593,0.8990053557765876,0.9377509531739701,0.9316500892629431,0.9325074166889451
BART-Large,Federated,8,20250826_175548,20250826_175548,13,-1,1,validation,0.10967452575184593,0.7482758620689656,0.7623537216031869,0.7482758620689656,0.7443841053395328
BART-Large,Federated,8,20250826_175548,20250826_175548,14,5,1,train,0.5270295052003919,0.8271604938271605,0.8939103031249095,0.8876543209876543,0.8800312428038534
BART-Large,Federated,8,20250826_175548,20250826_175548,14,7,1,train,0.3550040461668226,0.8748514851485149,0.9335348775544485,0.92990099009901,0.9287742275305994
BART-Large,Federated,8,20250826_175548,20250826_175548,14,0,1,train,0.3548432240677605,0.8932536293766012,0.9399025074729327,0.9342442356959864,0.9346679794027942
BART-Large,Federated,8,20250826_175548,20250826_175548,14,6,1,train,0.5159542140822242,0.8262586377097729,0.9042874099629361,0.8943731490621916,0.8924358449951392
BART-Large,Federated,8,20250826_175548,20250826_175548,14,3,1,train,0.26726348040854964,0.9092068349910737,0.9375818182549319,0.9336903851058403,0.9337169284741917
BART-Large,Federated,8,20250826_175548,20250826_175548,14,1,1,train,0.36154565018654433,0.8786017949929145,0.9490873632284259,0.9466225791213982,0.9471191574927192
BART-Large,Federated,8,20250826_175548,20250826_175548,14,4,1,train,0.40683808018483464,0.878316032295271,0.9377521604977677,0.936562860438293,0.9346396884678349
BART-Large,Federated,8,20250826_175548,20250826_175548,14,2,1,train,0.3254686672693684,0.8985994397759104,0.9476315355704699,0.9456582633053221,0.9431098549562248
BART-Large,Federated,8,20250826_175548,20250826_175548,14,-1,1,validation,0.10913194257028608,0.7525198938992043,0.7612968130804223,0.7525198938992043,0.7496711000712473
BART-Large,Federated,8,20250826_175548,20250826_175548,15,0,1,train,0.34869870091915184,0.8906917164816396,0.9386348622900623,0.9274124679760888,0.9294865254673681
BART-Large,Federated,8,20250826_175548,20250826_175548,15,3,1,train,0.24905445413804345,0.9188982402448355,0.9370681637091667,0.9308849783218567,0.9314823201577347
BART-Large,Federated,8,20250826_175548,20250826_175548,15,5,1,train,0.5110803659749674,0.8271604938271605,0.9318934361586281,0.9333333333333333,0.9297111041131473
BART-Large,Federated,8,20250826_175548,20250826_175548,15,4,1,train,0.38462669584279974,0.8806228373702422,0.935377416726864,0.9348327566320646,0.9324027319956171
BART-Large,Federated,8,20250826_175548,20250826_175548,15,1,1,train,0.3308435341431144,0.8871043930089749,0.9442406111763986,0.9428436466698158,0.9428322478960729
BART-Large,Federated,8,20250826_175548,20250826_175548,15,2,1,train,0.31087110585316885,0.9019607843137255,0.9549728102856627,0.9535014005602241,0.952225403910621
BART-Large,Federated,8,20250826_175548,20250826_175548,15,6,1,train,0.5031435430695222,0.8371174728529122,0.9409274424115947,0.9348469891411648,0.9332071364717361
BART-Large,Federated,8,20250826_175548,20250826_175548,15,7,1,train,0.32643896120576826,0.8891089108910891,0.9328692890103356,0.927920792079208,0.9283743402480691
BART-Large,Federated,8,20250826_175548,20250826_175548,15,-1,1,validation,0.10875435602556005,0.7578249336870027,0.7658671097127779,0.7578249336870027,0.7550123353175854
BART-Large,Federated,8,20250826_175548,20250826_175548,16,4,1,train,0.3591071540084217,0.8933102652825836,0.9380565217500538,0.9371395617070357,0.9363242963213917
BART-Large,Federated,8,20250826_175548,20250826_175548,16,5,1,train,0.4651929789460173,0.8469135802469135,0.9230860563195504,0.9185185185185185,0.9129710186182701
BART-Large,Federated,8,20250826_175548,20250826_175548,16,6,1,train,0.47423569514878156,0.8390918065153011,0.9251674987936807,0.9180651530108588,0.9152714032970025
BART-Large,Federated,8,20250826_175548,20250826_175548,16,7,1,train,0.3076708927755008,0.9001980198019802,0.9372479206199826,0.9326732673267327,0.9317822420450291
BART-Large,Federated,8,20250826_175548,20250826_175548,16,1,1,train,0.31942255453751334,0.8998582900330656,0.9486933726720379,0.9418989135569201,0.9413888093542168
BART-Large,Federated,8,20250826_175548,20250826_175548,16,0,1,train,0.31698715944495687,0.8949615713065756,0.9533117759617651,0.9470538001707942,0.9466845781961619
BART-Large,Federated,8,20250826_175548,20250826_175548,16,2,1,train,0.2893411371249905,0.9070028011204482,0.9567907484819402,0.9546218487394958,0.9528640457485196
BART-Large,Federated,8,20250826_175548,20250826_175548,16,3,1,train,0.22405571854804204,0.9237439428717164,0.9597853514774769,0.9574088242795206,0.9577254470212001
BART-Large,Federated,8,20250826_175548,20250826_175548,16,-1,1,validation,0.11191143485955556,0.7599469496021221,0.7681741246531552,0.7599469496021221,0.7568732605096982
BART-Large,Federated,8,20250826_175548,20250826_175548,17,3,1,train,0.19438007821128828,0.9349655700076511,0.9417029444491871,0.9359857179290997,0.9357259078474924
BART-Large,Federated,8,20250826_175548,20250826_175548,17,6,1,train,0.43184131326513203,0.8548864758144127,0.9154488068321489,0.910167818361303,0.9084511771553834
BART-Large,Federated,8,20250826_175548,20250826_175548,17,0,1,train,0.29264366028665684,0.9052092228864219,0.9438875459903928,0.9410760034158838,0.9392376443725929
BART-Large,Federated,8,20250826_175548,20250826_175548,17,2,1,train,0.2618032682761883,0.9193277310924369,0.9494373040602023,0.9473389355742297,0.9452381965256534
BART-Large,Federated,8,20250826_175548,20250826_175548,17,7,1,train,0.30383894135556594,0.8962376237623763,0.9508267255594979,0.9485148514851485,0.9479415524111582
BART-Large,Federated,8,20250826_175548,20250826_175548,17,5,1,train,0.4480102421423676,0.8407407407407408,0.9502965751998318,0.9493827160493827,0.9482034961688477
BART-Large,Federated,8,20250826_175548,20250826_175548,17,1,1,train,0.2906294636942341,0.9059990552668871,0.9445773627276423,0.9428436466698158,0.943022755352906
BART-Large,Federated,8,20250826_175548,20250826_175548,17,4,1,train,0.33094143725862973,0.8985005767012687,0.9406213618760199,0.9377162629757786,0.9360259599910474
BART-Large,Federated,8,20250826_175548,20250826_175548,17,-1,1,validation,0.11320209171918198,0.7557029177718833,0.7634800950633204,0.7557029177718833,0.7542600864097703
BART-Large,Federated,8,20250826_175548,20250826_175548,18,7,1,train,0.2831695596952746,0.9065346534653466,0.9483001299815189,0.9441584158415841,0.9445532746122466
BART-Large,Federated,8,20250826_175548,20250826_175548,18,4,1,train,0.2918099313201855,0.9083044982698962,0.9404291644504679,0.9371395617070357,0.9370004630600979
BART-Large,Federated,8,20250826_175548,20250826_175548,18,3,1,train,0.19518776458371317,0.9395562356541699,0.9285691493801571,0.9211935730680949,0.9198057475272209
BART-Large,Federated,8,20250826_175548,20250826_175548,18,0,1,train,0.28574435922972935,0.9069171648163963,0.953656802581642,0.9513236549957301,0.9498020815967853
BART-Large,Federated,8,20250826_175548,20250826_175548,18,1,1,train,0.2602093640455695,0.91828058573453,0.9520931942317097,0.9480396787907416,0.9480548979507826
BART-Large,Federated,8,20250826_175548,20250826_175548,18,5,1,train,0.44375553423100533,0.8469135802469135,0.948145307236608,0.9481481481481482,0.9472075840988156
BART-Large,Federated,8,20250826_175548,20250826_175548,18,6,1,train,0.4318580472306532,0.8588351431391905,0.9460960516031671,0.9447186574531096,0.9436205682951724
BART-Large,Federated,8,20250826_175548,20250826_175548,18,2,1,train,0.251897564508129,0.915406162464986,0.962388506438533,0.9607843137254902,0.9602989066220834
BART-Large,Federated,8,20250826_175548,20250826_175548,18,-1,1,validation,0.11745870615982831,0.7511936339522547,0.7642365664977844,0.7511936339522547,0.749688895273428
BART-Large,Federated,8,20250826_175548,20250826_175548,19,3,1,train,0.18864778921059322,0.9395562356541699,0.9479410343610254,0.9423616424381536,0.9433211461222777
BART-Large,Federated,8,20250826_175548,20250826_175548,19,7,1,train,0.23667677954359487,0.9203960396039604,0.9532912905039442,0.9461386138613861,0.9471748141681213
BART-Large,Federated,8,20250826_175548,20250826_175548,19,4,1,train,0.2844181383213174,0.9094579008073818,0.9619960731288071,0.9607843137254902,0.9608159026820706
BART-Large,Federated,8,20250826_175548,20250826_175548,19,2,1,train,0.22893631979604834,0.9249299719887956,0.9535045746474017,0.9535014005602241,0.9508962869526107
BART-Large,Federated,8,20250826_175548,20250826_175548,19,5,1,train,0.4763257907493515,0.8419753086419753,0.9401017851302711,0.937037037037037,0.9370891417931136
BART-Large,Federated,8,20250826_175548,20250826_175548,19,1,1,train,0.24327266544788936,0.9196976854038734,0.960853470140007,0.9555975436939065,0.9566938610821608
BART-Large,Federated,8,20250826_175548,20250826_175548,19,0,1,train,0.2797794894079304,0.9120409906063194,0.9561680437274765,0.955593509820666,0.9547783715412468
BART-Large,Federated,8,20250826_175548,20250826_175548,19,6,1,train,0.43570755034186476,0.8548864758144127,0.9137744965535922,0.9002961500493584,0.8920343574244798
BART-Large,Federated,8,20250826_175548,20250826_175548,19,-1,1,validation,0.11936911038119674,0.7490716180371353,0.7550452937854535,0.7490716180371353,0.7469919574812464
BART-Large,Federated,8,20250826_175548,20250826_175548,20,1,1,train,0.23398003938150996,0.923004251299008,0.9488245564654588,0.9452054794520548,0.94558996438511
BART-Large,Federated,8,20250826_175548,20250826_175548,20,0,1,train,0.2887736736483188,0.9043552519214346,0.9583026775549612,0.9547395388556789,0.9552931232794016
BART-Large,Federated,8,20250826_175548,20250826_175548,20,6,1,train,0.4227990753734191,0.8687068114511353,0.9487572695605968,0.9447186574531096,0.9422819917162911
BART-Large,Federated,8,20250826_175548,20250826_175548,20,2,1,train,0.20990525869586105,0.934453781512605,0.9511423064593607,0.9467787114845938,0.9450653595064012
BART-Large,Federated,8,20250826_175548,20250826_175548,20,4,1,train,0.26854909707047475,0.9123414071510957,0.9546888159265562,0.9527104959630911,0.9527665815511656
BART-Large,Federated,8,20250826_175548,20250826_175548,20,3,1,train,0.17747646149936894,0.9444019382810508,0.9517518865105963,0.9487375669472073,0.9487877737964123
BART-Large,Federated,8,20250826_175548,20250826_175548,20,7,1,train,0.21096113055378576,0.927920792079208,0.9487819462953124,0.9425742574257425,0.9417029021027102
BART-Large,Federated,8,20250826_175548,20250826_175548,20,5,1,train,0.43450544379176753,0.8629629629629629,0.9317058782132808,0.928395061728395,0.9239244257026707
BART-Large,Federated,8,20250826_175548,20250826_175548,20,-1,1,validation,0.12052439342211069,0.7546419098143236,0.7645975252390144,0.7546419098143236,0.7529755000597242
BART-Large,Federated,8,20250826_175548,20250826_175548,21,6,1,train,0.4164849847745825,0.857847976307996,0.9503846054863706,0.9506416584402764,0.9499569465273843
BART-Large,Federated,8,20250826_175548,20250826_175548,21,0,1,train,0.3100870501093224,0.8958155422715628,0.9627056466805947,0.9607173356105893,0.9602660813103078
BART-Large,Federated,8,20250826_175548,20250826_175548,21,2,1,train,0.21164345649010233,0.9333333333333333,0.9503857513375562,0.9490196078431372,0.9485638798254621
BART-Large,Federated,8,20250826_175548,20250826_175548,21,4,1,train,0.2497851226794263,0.9261822376009228,0.9608816131688848,0.9590542099192618,0.9588008384482372
BART-Large,Federated,8,20250826_175548,20250826_175548,21,3,1,train,0.147370161380891,0.9525631216526397,0.9686522313548572,0.966590155572558,0.9669901049204933
BART-Large,Federated,8,20250826_175548,20250826_175548,21,5,1,train,0.41851407294070314,0.8641975308641975,0.9278907877805445,0.9246913580246914,0.922263108007435
BART-Large,Federated,8,20250826_175548,20250826_175548,21,7,1,train,0.209212110359428,0.9295049504950496,0.940815578586312,0.927920792079208,0.9279786617016385
BART-Large,Federated,8,20250826_175548,20250826_175548,21,1,1,train,0.19703901853491465,0.9367028814359943,0.9580410833030945,0.9570146433632499,0.9569073990720848
BART-Large,Federated,8,20250826_175548,20250826_175548,21,-1,1,validation,0.12229598291482763,0.7519893899204244,0.7606021074622429,0.7519893899204244,0.7504450670320646
BART-Large,Federated,8,20250826_175548,20250826_175548,22,2,1,train,0.19998606971057598,0.9428571428571428,0.9627778987441192,0.9596638655462185,0.9596381851297621
BART-Large,Federated,8,20250826_175548,20250826_175548,22,1,1,train,0.20220897847584465,0.9352857817666509,0.9517770852247335,0.9461502125649504,0.9468028598849354
BART-Large,Federated,8,20250826_175548,20250826_175548,22,7,1,train,0.18828746526302398,0.9318811881188119,0.9580520642133173,0.9564356435643564,0.9565401485335047
BART-Large,Federated,8,20250826_175548,20250826_175548,22,4,1,train,0.23815241076126223,0.9244521337946944,0.9620420612280828,0.9607843137254902,0.9604813979465742
BART-Large,Federated,8,20250826_175548,20250826_175548,22,5,1,train,0.41027409904727746,0.8654320987654321,0.9434764317409069,0.9432098765432099,0.9421547571833728
BART-Large,Federated,8,20250826_175548,20250826_175548,22,3,1,train,0.13441041382066402,0.9597041571027799,0.9656764261508916,0.9617444529456771,0.9626043178838812
BART-Large,Federated,8,20250826_175548,20250826_175548,22,0,1,train,0.25118487394893174,0.9137489325362937,0.9581692517323233,0.9581554227156277,0.9569213333884664
BART-Large,Federated,8,20250826_175548,20250826_175548,22,6,1,train,0.35358176395062385,0.8795656465942744,0.9522860516150053,0.9496544916090819,0.9488610574130638
BART-Large,Federated,8,20250826_175548,20250826_175548,22,-1,1,validation,0.12305330882350413,0.7564986737400531,0.7613182158650871,0.7564986737400531,0.754765825644043
BART-Large,Federated,8,20250825_211238,20250825_211238,1,3,1,train,1.0000730988012845,0.6861237329605033,0.7917920587052477,0.8067109402306886,0.7831578314811704
BART-Large,Federated,8,20250825_211238,20250825_211238,1,7,1,train,0.6067499628782671,0.8162411050648807,0.9023756589843003,0.8978652155713688,0.8936703377759008
BART-Large,Federated,8,20250825_211238,20250825_211238,1,2,1,train,1.069156346139324,0.6424116424116424,0.8084396259130102,0.7728690228690228,0.7726724939907615
BART-Large,Federated,8,20250825_211238,20250825_211238,1,5,1,train,0.7485192836315002,0.8113879003558719,0.8333926453143534,0.9062870699881376,0.8681955144746041
BART-Large,Federated,8,20250825_211238,20250825_211238,1,1,1,train,0.8629546820778738,0.7207833228048011,0.8588247262994833,0.8445988629185092,0.8333818783375325
BART-Large,Federated,8,20250825_211238,20250825_211238,1,4,1,train,0.8542219618225799,0.7156188605108055,0.8470245431173266,0.8482318271119843,0.8387074566902054
