,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,40,4,0,0,0,0,0,7,3,0,0,2,0,2,2,0,1,12,3,84
true_1,0,153,4,11,0,13,0,2,2,0,0,0,5,0,3,0,0,0,1,1
true_2,0,19,109,37,0,18,0,5,2,0,0,1,5,0,0,0,1,0,0,0
true_3,0,5,14,160,2,1,2,5,2,1,0,0,3,1,0,0,0,0,0,0
true_4,0,19,6,84,63,1,1,11,0,1,0,0,6,0,0,0,0,1,0,0
true_5,0,17,3,4,0,170,0,2,0,0,0,0,1,0,0,0,0,0,0,1
true_6,0,2,2,17,2,1,134,16,7,1,0,0,8,0,2,0,0,2,0,1
true_7,0,2,0,4,0,0,1,158,17,0,0,0,8,1,0,0,2,4,0,1
true_8,0,2,1,0,0,0,1,17,169,1,1,0,1,0,0,0,2,3,1,0
true_9,0,1,0,0,0,0,0,9,4,177,1,1,1,0,0,0,0,4,0,1
true_10,0,1,0,1,0,0,0,9,2,24,158,0,0,0,0,0,1,2,1,1
true_11,1,2,4,3,0,5,0,2,2,0,0,144,10,3,4,0,6,6,4,2
true_12,1,9,1,26,2,1,2,6,2,0,0,2,140,3,2,0,0,0,0,0
true_13,0,2,0,0,0,1,2,6,0,0,0,0,5,175,2,0,0,1,1,3
true_14,1,6,0,2,1,0,0,10,5,1,0,0,8,4,149,0,4,2,3,1
true_15,3,1,0,0,0,0,0,10,0,0,0,0,0,4,2,0,0,1,2,176
true_16,1,0,1,0,0,1,0,5,3,1,0,6,1,2,3,0,139,3,8,8
true_17,1,1,0,1,0,0,0,6,4,0,0,1,0,2,0,0,0,160,2,10
true_18,2,0,1,1,0,0,1,9,2,3,0,6,0,14,5,0,24,17,63,7
true_19,1,0,0,0,0,0,0,3,4,1,0,2,1,1,2,0,13,5,2,91
