class,precision,recall,f1,support,roc_auc,pr_auc
0,0.664,0.51875,0.5824561403508772,160,0.9560006925207756,0.6269642379845343
1,0.6898148148148148,0.764102564102564,0.7250608272506083,195,0.9598608570916263,0.7544445579345854
2,0.7903225806451613,0.49746192893401014,0.6105919003115264,197,0.9347851412383628,0.6665845852836074
3,0.5567375886524822,0.8010204081632653,0.6569037656903766,196,0.9738438324406427,0.7383887227175786
4,0.9122807017543859,0.538860103626943,0.6775244299674267,193,0.9486210837518341,0.7466614145432273
5,0.7346938775510204,0.9090909090909091,0.8126410835214447,198,0.9872061884239935,0.9092593205051678
6,0.94,0.7230769230769231,0.8173913043478261,195,0.9746716872870719,0.8729276349223812
7,0.765,0.7727272727272727,0.7688442211055276,198,0.9732734681642857,0.8412596886381242
8,0.6745098039215687,0.864321608040201,0.7577092511013216,199,0.9852982357882946,0.8932099030438687
9,0.8483412322274881,0.8994974874371859,0.8731707317073171,199,0.9924130594163763,0.9299852496443186
10,0.9764705882352941,0.83,0.8972972972972973,200,0.9813928571428571,0.9248509525060179
11,0.8802395209580839,0.7424242424242424,0.8054794520547945,198,0.9690607078624995,0.8495196156938297
12,0.49032258064516127,0.7715736040609137,0.5996055226824457,197,0.9695481196395414,0.7958601281343239
13,0.855072463768116,0.8939393939393939,0.8740740740740741,198,0.9889467180200662,0.941921126735286
14,0.8830409356725146,0.766497461928934,0.8206521739130435,197,0.9760108597902203,0.8760026162486808
15,0.7,0.10552763819095477,0.18340611353711792,199,0.9681704518110014,0.6508170516730633
16,0.7135416666666666,0.7527472527472527,0.732620320855615,182,0.9752463951878668,0.7849295420392319
17,0.8901734104046243,0.8191489361702128,0.853185595567867,188,0.9909157192582296,0.9106127653843856
18,0.6762589928057554,0.6064516129032258,0.6394557823129252,155,0.9591103377504125,0.656765111037957
19,0.24567474048442905,0.5634920634920635,0.3421686746987952,126,0.928832784485913,0.2614297510015375
