,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,17,2,0,0,0,1,0,2,1,1,0,1,10,0,2,0,0,8,6,109
true_1,0,138,3,21,0,18,0,1,1,1,0,0,8,0,3,0,0,0,0,1
true_2,0,14,99,47,0,20,0,0,2,0,0,1,12,0,2,0,0,0,0,0
true_3,0,1,8,168,0,2,1,1,2,1,0,1,9,1,0,0,0,0,0,1
true_4,0,10,2,98,59,1,0,0,1,1,0,1,19,0,0,0,0,1,0,0
true_5,0,7,2,6,0,179,0,0,0,0,0,0,3,0,0,0,0,0,0,1
true_6,0,2,1,31,2,1,117,13,6,1,0,0,19,0,2,0,0,0,0,0
true_7,0,1,0,3,0,0,1,143,23,1,0,0,20,0,0,0,2,1,0,3
true_8,0,1,0,0,0,0,1,12,166,2,0,0,11,0,0,0,1,2,1,2
true_9,0,1,0,0,0,0,0,1,2,179,1,0,11,0,0,0,0,1,2,1
true_10,0,1,0,1,0,0,0,2,2,29,153,0,8,0,0,0,0,0,1,3
true_11,1,1,1,6,0,7,0,2,0,0,0,139,15,1,5,0,6,4,5,5
true_12,1,4,0,28,1,1,2,5,2,0,0,2,146,2,3,0,0,0,0,0
true_13,0,1,0,0,0,1,2,0,0,0,0,0,14,171,2,0,0,1,1,5
true_14,1,3,0,2,1,1,0,3,3,2,0,0,18,4,154,0,0,1,4,0
true_15,1,1,0,0,0,0,0,1,0,0,0,0,9,2,2,0,0,1,5,177
true_16,1,0,1,1,0,1,0,3,4,1,0,5,3,2,3,0,125,3,12,17
true_17,2,0,0,2,0,0,0,2,2,0,0,1,4,1,0,0,0,158,3,13
true_18,4,0,0,1,0,1,1,3,2,3,0,3,5,8,6,0,17,12,77,12
true_19,0,0,0,0,0,0,0,0,2,0,0,2,5,0,3,0,10,4,2,98
