,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,94,1,0,0,0,0,0,4,2,3,0,1,1,2,2,1,3,8,3,35
true_1,0,150,2,12,0,18,0,3,4,0,0,0,2,0,1,1,0,1,1,0
true_2,0,13,104,42,1,17,0,5,4,0,0,0,10,0,0,0,1,0,0,0
true_3,0,4,9,159,4,3,2,1,6,1,0,1,5,1,0,0,0,0,0,0
true_4,0,14,4,35,116,1,1,10,2,1,0,0,8,1,0,0,0,0,0,0
true_5,0,10,4,5,1,174,0,1,1,0,1,0,0,0,0,0,0,0,0,1
true_6,0,2,1,13,3,0,146,13,8,0,0,0,6,0,2,0,0,0,0,1
true_7,0,2,0,5,3,0,1,160,17,0,0,0,6,2,0,0,0,1,0,1
true_8,0,2,0,0,1,1,1,15,174,0,0,0,1,0,2,0,0,2,0,0
true_9,1,0,0,2,0,0,0,9,4,177,4,1,0,0,1,0,0,0,0,0
true_10,0,2,0,1,0,1,0,8,4,18,163,0,0,0,1,0,0,1,0,1
true_11,3,0,2,3,0,6,0,3,3,0,0,151,6,3,4,0,4,5,4,1
true_12,1,10,2,17,2,0,2,5,3,0,0,2,147,3,2,0,1,0,0,0
true_13,0,1,0,1,0,0,2,3,3,0,0,0,4,176,2,1,0,1,1,3
true_14,1,6,0,1,1,0,0,9,7,1,0,0,7,0,158,0,3,1,2,0
true_15,18,0,1,0,0,1,0,7,2,0,0,0,0,3,3,16,2,2,2,142
true_16,4,0,1,0,0,1,0,3,4,1,0,7,1,0,2,0,137,2,10,9
true_17,2,0,0,0,0,1,0,5,3,0,0,1,0,1,1,0,2,163,2,7
true_18,3,0,0,0,1,2,1,7,5,2,0,7,0,2,6,0,25,15,75,4
true_19,17,0,0,0,0,0,1,4,6,1,0,1,0,0,1,1,10,5,2,77
