,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,82,2,0,0,0,0,0,7,3,1,0,2,3,1,3,0,2,9,1,44
true_1,0,146,4,10,0,17,0,3,4,0,0,0,6,0,2,0,0,1,1,1
true_2,0,15,112,33,0,16,0,5,3,0,0,0,12,0,0,0,1,0,0,0
true_3,0,1,13,161,2,1,2,2,4,2,0,1,6,1,0,0,0,0,0,0
true_4,0,11,8,51,99,2,1,10,2,1,0,0,8,0,0,0,0,0,0,0
true_5,0,9,2,5,1,176,0,2,1,0,0,0,1,0,0,0,0,0,0,1
true_6,0,0,2,12,2,4,142,13,10,0,0,0,8,0,1,0,0,0,0,1
true_7,0,0,0,3,1,0,1,162,20,1,0,0,6,0,1,0,1,1,0,1
true_8,0,1,1,0,0,0,1,17,172,0,1,0,2,0,0,0,2,2,0,0
true_9,1,0,0,0,0,1,0,9,3,174,3,2,2,0,1,0,0,2,1,0
true_10,0,1,0,1,0,0,0,8,4,15,166,0,0,0,0,0,1,1,1,2
true_11,3,1,3,2,0,6,0,3,4,0,0,145,11,2,4,0,4,4,4,2
true_12,0,4,2,16,2,1,3,9,2,0,0,1,152,1,3,0,1,0,0,0
true_13,1,1,0,0,0,1,2,5,2,0,0,0,4,174,2,0,1,1,1,3
true_14,2,2,0,0,1,2,0,9,7,1,0,0,8,1,157,0,4,1,1,1
true_15,14,1,0,0,0,1,0,7,2,0,0,0,0,2,2,1,2,1,4,162
true_16,3,0,1,0,0,1,0,4,5,0,0,9,1,0,4,0,135,2,9,8
true_17,2,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0,2,163,3,10
true_18,6,0,2,0,0,0,1,7,3,3,0,6,0,5,6,0,25,17,71,3
true_19,19,0,0,0,0,0,0,4,7,1,0,3,0,0,1,0,14,3,1,73
