,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,64,1,0,0,0,0,0,0,1,2,0,1,5,2,2,2,1,9,3,67
true_1,0,151,3,11,0,17,0,1,2,0,0,0,5,1,1,1,0,1,1,0
true_2,0,13,114,34,1,17,0,0,2,1,0,0,14,0,0,0,1,0,0,0
true_3,0,3,14,160,3,3,1,0,4,2,0,1,4,1,0,0,0,0,0,0
true_4,0,12,5,44,111,2,2,1,2,1,0,0,12,1,0,0,0,0,0,0
true_5,0,10,5,4,0,175,0,1,0,0,1,0,1,0,0,0,0,0,0,1
true_6,0,2,5,13,5,0,143,11,6,0,0,0,8,0,1,0,0,0,0,1
true_7,0,3,0,4,2,0,1,148,22,0,0,0,13,1,1,0,0,1,1,1
true_8,0,2,0,0,1,0,1,7,170,1,1,0,9,0,2,0,2,2,1,0
true_9,0,1,0,0,0,0,0,0,3,178,3,2,10,0,1,1,0,0,0,0
true_10,0,0,0,0,0,1,0,1,3,14,169,0,7,0,1,0,0,2,1,1
true_11,4,1,2,1,0,6,0,0,4,0,0,153,7,3,4,0,3,3,6,1
true_12,1,10,3,21,4,1,2,4,3,1,0,2,138,4,2,0,0,0,1,0
true_13,0,2,0,0,0,1,2,0,3,0,0,0,7,175,2,0,1,1,1,3
true_14,0,5,0,1,1,1,0,2,6,2,0,0,13,0,160,0,3,0,3,0
true_15,6,1,1,0,0,0,0,1,2,0,0,0,6,2,3,19,1,1,3,153
true_16,2,0,0,0,0,1,0,2,4,0,0,8,2,0,5,0,124,3,16,15
true_17,2,0,0,0,0,0,0,1,1,1,0,2,3,1,2,0,0,163,3,9
true_18,2,1,0,0,1,1,1,4,4,2,0,5,3,0,6,0,14,8,96,7
true_19,7,0,0,0,0,0,1,2,4,2,0,2,2,0,1,4,10,3,3,85
