class,precision,recall,f1,support,roc_auc,pr_auc
0,0.6644736842105263,0.63125,0.6474358974358975,160,0.9609236495844875,0.6978948269048376
1,0.7162790697674418,0.7897435897435897,0.751219512195122,195,0.9619472834857451,0.7879969378704558
2,0.7951807228915663,0.6700507614213198,0.7272727272727273,197,0.9495660488065454,0.7440981208265188
3,0.684931506849315,0.7653061224489796,0.7228915662650602,196,0.9721893094115095,0.7845169650425553
4,0.7391304347826086,0.7046632124352331,0.7214854111405835,193,0.9745966240850801,0.8373328740005903
5,0.8202764976958525,0.898989898989899,0.8578313253012049,198,0.9881938081826099,0.9171435722170477
6,0.82,0.841025641025641,0.830379746835443,195,0.9845909987448448,0.890547308610657
7,0.7823834196891192,0.7626262626262627,0.7723785166240409,198,0.9840489158098341,0.8630370727389653
8,0.9102564102564102,0.7135678391959799,0.8,199,0.9818379210530389,0.8628353541072707
9,0.8883248730964467,0.8793969849246231,0.8838383838383839,199,0.990453527790169,0.9325140596370085
10,0.8838383838383839,0.875,0.8793969849246231,200,0.9897261904761905,0.9341195151703543
11,0.572463768115942,0.797979797979798,0.6666666666666666,198,0.9661134016537153,0.8426553391556256
12,0.7663043478260869,0.7157360406091371,0.7401574803149606,197,0.9598582714975968,0.7870279582183847
13,0.8829268292682927,0.9141414141414141,0.8982630272952854,198,0.9913546155847388,0.9428484924678294
14,0.8850574712643678,0.7817258883248731,0.8301886792452831,197,0.9843339996391436,0.8961453744746563
15,0.7571428571428571,0.7989949748743719,0.7775061124694377,199,0.9765271330047042,0.818966733333564
16,0.7340425531914894,0.7582417582417582,0.745945945945946,182,0.9748183811728963,0.8069404949474878
17,0.8473684210526315,0.8563829787234043,0.8518518518518519,188,0.9877141321263527,0.915356771493079
18,0.7244094488188977,0.5935483870967742,0.6524822695035462,155,0.960286440904832,0.703464642216925
19,0.3865546218487395,0.36507936507936506,0.37551020408163266,126,0.9185462512849999,0.33332770138621304
