,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,97,1,0,0,1,2,0,0,2,0,1,5,2,1,1,7,4,4,7,25
true_1,0,143,2,13,0,23,2,0,1,0,0,2,6,0,2,0,0,0,1,0
true_2,0,12,112,37,6,14,0,1,0,2,2,5,2,0,3,0,1,0,0,0
true_3,1,2,10,156,12,2,5,2,0,0,0,2,3,1,0,0,0,0,0,0
true_4,0,5,4,22,137,3,4,1,0,0,1,9,6,0,0,0,1,0,0,0
true_5,0,6,1,3,2,183,0,0,0,0,0,1,1,0,0,0,0,0,0,1
true_6,0,0,1,6,6,0,173,2,0,0,0,2,1,0,3,0,1,0,0,0
true_7,1,1,0,3,6,1,5,150,7,1,0,9,8,1,0,0,3,0,1,1
true_8,2,0,1,0,0,0,10,22,146,0,1,7,2,2,1,0,4,0,1,0
true_9,3,0,0,0,0,1,1,0,1,174,5,10,0,0,0,0,2,1,0,1
true_10,1,0,0,0,1,1,0,0,1,8,177,7,0,1,0,0,2,0,0,1
true_11,4,1,3,2,1,7,0,0,0,0,0,156,9,2,2,0,6,2,3,0
true_12,0,5,2,12,4,2,6,3,0,0,1,3,152,4,1,0,2,0,0,0
true_13,0,2,0,0,2,1,2,0,0,0,0,3,3,181,2,0,1,1,0,0
true_14,3,5,0,0,2,2,0,1,1,0,1,9,8,4,156,0,2,0,3,0
true_15,8,1,0,0,2,0,1,0,1,0,0,6,1,2,2,148,2,2,3,20
true_16,3,1,1,0,1,0,0,1,1,0,1,10,1,1,1,0,142,0,15,3
true_17,6,0,0,0,0,2,0,1,0,0,0,6,0,1,1,0,0,156,9,6
true_18,6,1,0,0,1,1,1,1,0,1,2,8,0,3,1,0,20,4,102,3
true_19,28,0,0,0,1,0,1,0,1,1,2,4,1,1,1,30,13,0,4,38
