class,precision,recall,f1,support,roc_auc,pr_auc
0,0.635036496350365,0.54375,0.5858585858585859,160,0.9646165166204985,0.6944705523224792
1,0.6637168141592921,0.7692307692307693,0.7125890736342043,195,0.9637855477855478,0.7890006588108237
2,0.8322147651006712,0.6294416243654822,0.7167630057803468,197,0.9593262213357088,0.7447634550237036
3,0.7319587628865979,0.7244897959183674,0.7282051282051282,196,0.9780665064011055,0.7743909052214226
4,0.7305699481865285,0.7305699481865285,0.7305699481865285,193,0.9755772704425655,0.829546132432841
5,0.7801724137931034,0.9141414141414141,0.8418604651162791,198,0.9919357347268881,0.9147348598916498
6,0.8505154639175257,0.8461538461538461,0.8483290488431876,195,0.9893878429263044,0.9045559089380317
7,0.8666666666666667,0.7222222222222222,0.7878787878787878,198,0.9834769871164047,0.8629007111279001
8,0.8341708542713567,0.8341708542713567,0.8341708542713567,199,0.9899384911113956,0.9024524062983761
9,0.945054945054945,0.864321608040201,0.9028871391076115,199,0.9937808617436101,0.93774475263873
10,0.9128205128205128,0.89,0.9012658227848102,200,0.9950175070028012,0.9538826685333038
11,0.5992063492063492,0.7626262626262627,0.6711111111111111,198,0.973457984096282,0.8313533696370606
12,0.765625,0.7461928934010152,0.7557840616966581,197,0.9724726196615621,0.8151014464634401
13,0.8916256157635468,0.9141414141414141,0.9027431421446384,198,0.992200843824584,0.949656915832342
14,0.8241206030150754,0.8324873096446701,0.8282828282828283,197,0.9879482469337857,0.8997008154241144
15,0.7536231884057971,0.7839195979899497,0.7684729064039408,199,0.9783740883076824,0.8124879344446168
16,0.6854460093896714,0.8021978021978022,0.739240506329114,182,0.9820348965415855,0.8189771879168651
17,0.8810810810810811,0.8670212765957447,0.8739946380697051,188,0.9926308552217351,0.9235167614477247
18,0.7142857142857143,0.6774193548387096,0.695364238410596,155,0.9736411903805827,0.7371752123400338
19,0.41509433962264153,0.3492063492063492,0.3793103448275862,126,0.947068893419058,0.3570309400223517
