,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,108,5,0,0,4,1,0,0,0,2,1,1,0,5,1,2,2,8,4,16
true_1,1,143,1,12,3,22,0,0,1,0,0,0,3,3,4,1,0,0,1,0
true_2,0,12,119,28,12,16,0,1,0,1,2,1,2,0,2,0,0,1,0,0
true_3,0,6,12,148,18,4,4,1,0,0,0,1,0,1,0,0,0,0,1,0
true_4,1,8,2,18,154,4,3,0,0,0,0,2,0,0,0,0,0,0,1,0
true_5,0,5,2,2,3,183,0,0,0,0,0,0,0,1,1,0,0,0,0,1
true_6,0,0,0,4,8,1,170,3,0,0,0,0,0,1,3,0,2,3,0,0
true_7,1,1,0,3,16,1,5,158,4,0,1,0,2,1,0,0,3,0,2,0
true_8,3,0,2,0,9,0,9,29,132,0,1,0,0,3,1,0,6,1,3,0
true_9,3,0,0,0,9,1,0,0,1,173,7,1,0,0,0,0,3,1,0,0
true_10,1,0,0,0,8,1,0,0,0,7,176,0,0,0,0,0,4,0,2,1
true_11,3,2,5,0,3,6,0,0,0,0,0,156,4,2,3,0,7,2,5,0
true_12,0,12,2,15,13,2,7,6,0,0,0,4,118,10,3,0,3,0,2,0
true_13,0,2,0,0,5,1,2,1,0,0,0,0,1,181,1,0,3,1,0,0
true_14,7,2,0,0,10,2,0,3,0,0,1,4,3,5,153,0,2,1,4,0
true_15,25,2,0,0,8,0,0,0,0,0,1,0,0,5,0,126,3,1,1,27
true_16,2,1,1,0,2,0,0,1,0,1,0,9,0,0,0,0,153,0,9,3
true_17,3,0,0,0,3,0,0,1,0,0,0,3,0,1,0,0,3,167,4,3
true_18,5,1,0,0,4,0,1,0,0,1,0,5,0,3,1,0,23,6,104,1
true_19,37,1,0,0,3,0,1,0,0,0,0,2,0,1,0,16,17,2,8,38
