,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,122,2,0,0,0,1,0,4,0,0,3,0,1,1,2,2,1,5,2,14
true_1,1,154,4,8,0,17,0,2,1,0,0,1,4,1,2,0,0,0,0,0
true_2,0,13,135,20,2,10,0,5,1,0,1,0,5,0,3,0,1,0,1,0
true_3,0,7,14,147,13,4,5,1,0,0,1,1,1,1,0,1,0,0,0,0
true_4,2,5,8,12,142,4,3,10,0,1,0,0,6,0,0,0,0,0,0,0
true_5,1,7,3,0,2,181,0,1,0,0,1,0,0,0,1,1,0,0,0,0
true_6,0,1,3,3,7,0,167,9,0,0,0,0,3,0,1,0,0,0,1,0
true_7,1,1,1,1,6,0,5,161,7,1,1,0,6,1,1,0,2,1,1,1
true_8,2,0,1,0,0,0,10,26,146,1,3,0,1,1,2,0,3,0,3,0
true_9,1,1,0,0,0,0,2,9,1,176,6,2,0,0,0,0,0,0,1,0
true_10,1,0,1,0,1,0,0,7,1,8,177,0,0,0,1,1,0,0,1,1
true_11,8,1,5,0,0,8,0,2,0,0,0,148,9,2,3,0,5,2,5,0
true_12,1,7,6,10,2,3,7,7,0,1,1,2,146,4,0,0,0,0,0,0
true_13,0,1,0,0,2,1,2,3,0,0,0,0,3,180,3,1,0,1,1,0
true_14,4,3,1,0,2,1,0,7,2,0,1,0,7,3,163,0,1,1,1,0
true_15,16,1,1,0,2,0,1,6,0,0,1,0,0,3,2,121,1,2,2,40
true_16,6,1,1,0,1,0,0,4,2,2,1,9,2,1,2,0,133,0,12,5
true_17,7,0,0,0,0,1,0,3,0,0,0,1,0,2,1,2,1,159,5,6
true_18,7,1,0,0,1,0,1,4,1,1,3,4,1,6,3,1,10,6,104,1
true_19,29,1,0,0,1,0,2,2,1,1,1,2,0,1,2,17,11,0,5,50
