,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,75,3,1,0,0,0,0,4,0,0,1,1,1,2,9,9,2,4,8,40
true_1,0,159,1,7,0,12,1,2,0,0,0,0,6,1,5,0,0,0,1,0
true_2,0,28,119,15,6,8,3,5,1,0,1,1,4,0,5,0,1,0,0,0
true_3,0,12,15,142,12,2,5,1,1,0,0,1,2,2,1,0,0,0,0,0
true_4,1,12,7,12,135,2,4,10,0,0,0,0,5,1,4,0,0,0,0,0
true_5,0,13,2,0,2,173,1,1,0,0,1,0,0,0,4,1,0,0,0,0
true_6,0,3,4,2,6,0,170,6,0,0,0,0,1,0,2,0,1,0,0,0
true_7,0,1,4,1,4,1,6,156,9,0,0,1,4,1,5,0,2,0,1,2
true_8,1,0,0,0,0,1,8,27,142,0,1,0,3,2,4,0,6,0,3,1
true_9,0,0,0,0,0,1,1,9,1,169,10,1,0,0,2,1,4,0,0,0
true_10,0,1,1,0,0,1,0,7,0,7,174,0,0,0,4,1,2,1,1,0
true_11,0,4,4,0,0,4,0,2,1,0,0,153,7,2,6,0,6,3,4,2
true_12,0,13,3,5,3,0,7,3,0,0,0,1,152,4,4,0,1,0,1,0
true_13,0,1,2,0,0,1,2,3,0,0,0,0,1,179,5,0,1,1,2,0
true_14,1,2,2,0,1,1,1,7,0,0,0,2,4,2,170,0,1,0,3,0
true_15,3,2,2,0,0,0,1,7,0,0,0,1,0,3,3,140,1,2,3,31
true_16,2,1,2,0,0,0,0,3,0,1,0,7,0,0,3,0,148,0,11,4
true_17,2,1,0,1,0,0,0,3,0,0,0,2,0,1,2,1,2,158,9,6
true_18,2,1,1,0,0,0,1,3,0,1,3,3,0,3,6,0,17,5,106,3
true_19,8,1,1,0,0,0,1,3,1,1,0,2,1,1,4,19,15,0,6,62
